Fecha,prov_residencia_persona_en_situacion_violencia,genero_persona_en_situacion_de_violencia,edad_persona_en_situacion_de_violencia,pais_nacimiento_persona_en_situacion_de_violencia,tipo_de_violencia_fisica,tipo_de_violencia_psicologica,tipo_de_violencia_sexual,tipo_de_violencia_economica_y_patrimonial,tipo_de_violencia_simbolica,tipo_de_violencia_domestica,modalidad_de_violencia_institucional,modalidad_de_violencia_laboral,modalidad_violencia_contra_libertad_reproductiva,modalidad_de_violencia_obstetrica,modalidad_de_violencia_mediatica,modalidad_de_violencia_otras,vinculo_con_la_persona_agresora,genero_de_la_persona_agresora,Mes
2023-01-01,Buenos Aires,Mujer,19,Argentina,Si,Si,Si,No,No,No,No,No,No,No,No,No,Otro,Varon,2023-01
2023-01-01,Buenos Aires,Mujer,46,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon,2023-01
2023-01-01,Mendoza,Mujer,34,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,2023-01
2023-01-01,Buenos Aires,Mujer,38,Paraguaya,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,2023-01
2023-01-01,Buenos Aires,Mujer,57,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon,2023-01
2023-01-01,Santa Fe,Mujer,39,Argentina,Si,Si,Si,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,2023-01
2023-01-01,Mendoza,Mujer,24,Argentina,Si,Si,Si,Si,No,Si,No,No,No,No,No,No,Pareja,Varon,2023-01
2023-01-01,Misiones,Mujer,22,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon,2023-01
2023-01-01,Santa Fe,Mujer,65,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,2023-01
2023-01-01,San Luis,Mujer,44,Argentina,No,Si,Si,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,2023-01
2023-01-01,Córdoba,Mujer,44,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Otro,Varon,2023-01
2023-01-01,Córdoba,Mujer,40,Argentina,No,Si,No,No,No,No,No,No,No,No,No,No,Otro,Varon,2023-01
2023-01-01,Santa Fe,Mujer,34,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon,2023-01
2023-01-01,Tucumán,Mujer,27,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,2023-01
2023-01-01,Buenos Aires,Mujer,24,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,2023-01
2023-01-01,Buenos Aires,Mujer,42,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon,2023-01
2023-01-01,Misiones,Mujer,25,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon,2023-01
2023-01-01,Jujuy,Mujer,49,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon,2023-01
2023-01-01,Buenos Aires,Mujer,15,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,2023-01
2023-01-01,Santa Fe,Mujer,23,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon,2023-01
2023-01-01,Buenos Aires,Mujer,49,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,2023-01
2023-01-01,Santa Fe,Mujer,38,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,2023-01
2023-01-01,Córdoba,Mujer,26,Argentina,Si,Si,Si,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,2023-01
2023-01-01,Buenos Aires,Mujer,29,Paraguaya,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon,2023-01
2023-01-01,Buenos Aires,Mujer,38,Paraguaya,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon,2023-01
2023-01-01,Tucumán,Mujer,38,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon,2023-01
2023-01-01,Buenos Aires,Mujer,19,Colombiana,No,Si,No,No,No,No,No,Si,No,No,No,No,Superior jerárquico,Varon,2023-01
2023-01-01,Mendoza,Mujer,44,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,2023-01
2023-01-01,Buenos Aires,Mujer,45,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,2023-01
2023-01-01,Buenos Aires,Mujer,49,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon,2023-01
2023-01-01,Buenos Aires,Mujer,33,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon,2023-01
2023-01-01,Buenos Aires,Mujer,41,Argentina,Si,Si,Si,No,No,Si,No,No,No,No,No,No,Pareja,Varon,2023-01
2023-01-01,Buenos Aires,Mujer,28,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,2023-01
2023-01-01,Buenos Aires,Mujer,33,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,2023-01
2023-01-01,Buenos Aires,Mujer,20,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon,2023-01
2023-01-02,Salta,Mujer,28,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon,2023-01
2023-01-02,Buenos Aires,Mujer,27,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,2023-01
2023-01-02,Buenos Aires,Mujer,26,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon,2023-01
2023-01-02,Buenos Aires,Mujer,31,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,2023-01
2023-01-02,Chaco,Mujer,37,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,2023-01
2023-01-02,Buenos Aires,Mujer,42,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,2023-01
2023-01-02,Buenos Aires,Mujer,26,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon,2023-01
2023-01-02,Buenos Aires,Mujer,29,Paraguaya,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,2023-01
2023-01-02,Salta,Mujer,33,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,2023-01
2023-01-02,Río Negro,Mujer,45,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon,2023-01
2023-01-02,Córdoba,Mujer,30,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon,2023-01
2023-01-02,Buenos Aires,Mujer,22,Argentina,Si,No,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon,2023-01
2023-01-02,CABA,Mujer,17,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,2023-01
2023-01-02,CABA,Mujer,31,Boliviana,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,2023-01
2023-01-02,CABA,Mujer,35,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,2023-01
2023-01-02,CABA,Mujer,41,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,2023-01
2023-01-02,CABA,Mujer,48,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,2023-01
2023-01-02,Buenos Aires,Mujer,22,Argentina,No,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon,2023-01
2023-01-02,Buenos Aires,Mujer,31,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,2023-01
2023-01-02,Buenos Aires,Mujer,42,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,2023-01
2023-01-02,Buenos Aires,Mujer,37,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,2023-01
2023-01-02,Buenos Aires,Mujer,30,Argentina,Si,Si,Si,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,2023-01
2023-01-02,Buenos Aires,Mujer,27,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon,2023-01
2023-01-02,Buenos Aires,Mujer,45,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,2023-01
2023-01-02,Buenos Aires,Mujer,44,Argentina,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon,2023-01
2023-01-02,Buenos Aires,Mujer,48,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon,2023-01
2023-01-02,Buenos Aires,Mujer,19,Paraguaya,No,Si,Si,No,No,Si,No,No,No,No,No,No,Otro familiar,Varon,2023-01
2023-01-02,Buenos Aires,Mujer,26,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon,2023-01
2023-01-02,Buenos Aires,Mujer,33,Argentina,No,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,2023-01
2023-01-02,Buenos Aires,Mujer,32,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,2023-01
2023-01-02,Buenos Aires,Mujer,52,Argentina,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon,2023-01
2023-01-03,Buenos Aires,Mujer,55,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,2023-01
2023-01-03,Salta,Mujer,46,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon,2023-01
2023-01-03,Buenos Aires,Mujer,39,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon,2023-01
2023-01-03,Santa Fe,Mujer,34,Argentina,Si,Si,Si,No,Si,Si,No,No,No,No,No,No,Pareja,Varon,2023-01
2023-01-03,Buenos Aires,Mujer,23,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,2023-01
2023-01-03,Buenos Aires,Mujer,59,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,2023-01
2023-01-03,Santa Fe,Transgenero,26,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Padre o tutor,Varon,2023-01
2023-01-03,Tucumán,Mujer,24,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon,2023-01
2023-01-03,Córdoba,Mujer,38,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon,2023-01
2023-01-03,Buenos Aires,Mujer,26,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,2023-01
2023-01-03,Formosa,Mujer,31,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,2023-01
2023-01-03,Mendoza,Mujer,52,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Otro familiar,Varon,2023-01
2023-01-03,Buenos Aires,Mujer,48,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon,2023-01
2023-01-03,Jujuy,Mujer,30,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,2023-01
2023-01-03,Buenos Aires,Mujer,22,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon,2023-01
2023-01-03,Buenos Aires,Mujer,50,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,2023-01
2023-01-03,CABA,Varon,31,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,2023-01
2023-01-03,CABA,Mujer,32,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon,2023-01
2023-01-03,Buenos Aires,Mujer,33,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,2023-01
2023-01-03,CABA,Mujer,35,Boliviana,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,2023-01
2023-01-03,CABA,Mujer,41,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon,2023-01
2023-01-03,Buenos Aires,Mujer,48,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,2023-01
2023-01-03,CABA,Mujer,54,Peruana,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon,2023-01
2023-01-03,Buenos Aires,Mujer,49,Argentina,Si,Si,Si,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,2023-01
2023-01-03,Buenos Aires,Mujer,23,Boliviana,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon,2023-01
2023-01-03,Buenos Aires,Mujer,32,Argentina,No,No,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,2023-01
2023-01-03,Buenos Aires,Mujer,30,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,2023-01
2023-01-03,Buenos Aires,Mujer,56,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Padre o tutor,Varon,2023-01
2023-01-03,Buenos Aires,Mujer,29,Argentina,No,Si,No,No,Si,Si,No,No,No,No,No,No,Otro familiar,Varon,2023-01
2023-01-03,Buenos Aires,Mujer,32,Argentina,No,Si,No,Si,Si,Si,No,No,Si,No,No,No,Ex pareja,Varon,2023-01
2023-01-03,Buenos Aires,Mujer,44,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon,2023-01
2023-01-03,Buenos Aires,Mujer,20,Argentina,No,Si,Si,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,2023-01
2023-01-03,Buenos Aires,Mujer,37,Argentina,No,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,2023-01
2023-01-03,Buenos Aires,Mujer,24,Argentina,No,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,2023-01
2023-01-03,Buenos Aires,Mujer,33,Argentina,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,2023-01
2023-01-03,Buenos Aires,Mujer,41,Argentina,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon,2023-01
2023-01-03,Buenos Aires,Mujer,38,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon,2023-01
2023-01-03,Buenos Aires,Mujer,24,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,2023-01
2023-01-03,Buenos Aires,Mujer,24,Paraguaya,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon,2023-01
2023-01-03,Buenos Aires,Mujer,36,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,2023-01
2023-01-04,Tucumán,Mujer,27,Argentina,No,Si,Si,No,No,Si,No,No,No,No,No,No,Pareja,Varon,2023-01
2023-01-04,Entre Ríos,Mujer,43,Argentina,No,No,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,2023-01
2023-01-04,Santa Fe,Mujer,49,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,2023-01
2023-01-04,Mendoza,Mujer,40,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,2023-01
2023-01-04,San Luis,Mujer,35,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon,2023-01
2023-01-04,Buenos Aires,Mujer,40,Argentina,Si,Si,Si,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,2023-01
2023-01-04,Buenos Aires,Mujer,22,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,2023-01
2023-01-04,Santa Fe,Mujer,35,Argentina,No,Si,Si,No,No,No,No,Si,No,No,No,No,Superior jerárquico,Varon,2023-01
2023-01-04,Misiones,Mujer,21,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Otro,Varon,2023-01
2023-01-04,Buenos Aires,Mujer,12,Argentina,No,Si,Si,No,No,Si,No,No,No,No,No,No,Padre o tutor,Varon,2023-01
2023-01-04,CABA,Mujer,37,Boliviana,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,2023-01
2023-01-04,Buenos Aires,Mujer,48,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,2023-01
2023-01-04,CABA,Mujer,52,Argentina,No,Si,No,No,Si,No,Si,No,No,No,No,No,Otro,Varon,2023-01
2023-01-04,Buenos Aires,Mujer,37,Argentina,Si,Si,Si,No,Si,Si,No,No,No,No,No,No,Pareja,Varon,2023-01
2023-01-04,Buenos Aires,Mujer,31,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,2023-01
2023-01-04,Buenos Aires,Mujer,25,Argentina,No,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon,2023-01
2023-01-04,Buenos Aires,Mujer,62,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon,2023-01
2023-01-04,Buenos Aires,Mujer,56,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon,2023-01
2023-01-04,Buenos Aires,Mujer,52,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,2023-01
2023-01-04,Buenos Aires,Mujer,36,Boliviana,Si,Si,No,No,Si,Si,Si,No,No,No,No,No,Pareja,Varon,2023-01
2023-01-04,Buenos Aires,Mujer,37,Argentina,No,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,2023-01
2023-01-04,Buenos Aires,Mujer,37,Argentina,No,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,2023-01
2023-01-04,Buenos Aires,Mujer,29,Argentina,Si,Si,Si,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,2023-01
2023-01-04,Buenos Aires,Mujer,43,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon,2023-01
2023-01-05,Santa Fe,Transgenero,16,Argentina,Si,Si,No,No,No,No,Si,No,No,No,No,No,Otro,Varon,2023-01
2023-01-05,Neuquén,Mujer,46,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,2023-01
2023-01-05,Mendoza,Mujer,24,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,2023-01
2023-01-05,Entre Ríos,Mujer,30,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon,2023-01
2023-01-05,Buenos Aires,Mujer,64,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon,2023-01
2023-01-05,Salta,Mujer,25,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,2023-01
2023-01-05,Buenos Aires,Mujer,35,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,2023-01
2023-01-05,Buenos Aires,Mujer,34,Argentina,Si,Si,Si,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,2023-01
2023-01-05,Mendoza,Mujer,29,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon,2023-01
2023-01-05,Buenos Aires,Mujer,35,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,2023-01
2023-01-05,Buenos Aires,Mujer,16,Argentina,No,Si,Si,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,2023-01
2023-01-05,Mendoza,Mujer,29,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,2023-01
2023-01-05,Buenos Aires,Mujer,33,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,2023-01
2023-01-05,Córdoba,Mujer,50,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon,2023-01
2023-01-05,Santa Fe,Mujer,27,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,2023-01
2023-01-05,Neuquén,Mujer,32,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,2023-01
2023-01-05,CABA,Mujer,21,Brasileña,Si,Si,No,No,No,No,No,No,No,No,No,Si,Otro,Varon,2023-01
2023-01-05,CABA,Mujer,23,Boliviana,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,2023-01
2023-01-05,CABA,Mujer,24,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon,2023-01
2023-01-05,CABA,Mujer,35,Boliviana,No,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon,2023-01
2023-01-05,CABA,Mujer,39,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon,2023-01
2023-01-05,CABA,Mujer,40,Boliviana,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon,2023-01
2023-01-05,CABA,Mujer,41,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon,2023-01
2023-01-05,CABA,Mujer,43,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,2023-01
2023-01-05,CABA,Mujer,70,Colombiana,No,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,2023-01
2023-01-05,Buenos Aires,Mujer,37,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,2023-01
2023-01-05,Buenos Aires,Mujer,36,Argentina,No,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,2023-01
2023-01-05,Buenos Aires,Mujer,43,Argentina,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,2023-01
2023-01-05,Buenos Aires,Mujer,32,Argentina,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,2023-01
2023-01-05,Buenos Aires,Mujer,34,Argentina,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,2023-01
2023-01-05,Buenos Aires,Mujer,29,Argentina,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,2023-01
2023-01-05,Buenos Aires,Mujer,24,Argentina,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,2023-01
2023-01-05,Buenos Aires,Mujer,39,Argentina,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,2023-01
2023-01-05,Buenos Aires,Mujer,29,Argentina,Si,Si,Si,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon,2023-01
2023-01-05,Buenos Aires,Mujer,55,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Otro familiar,Varon,2023-01
2023-01-06,Buenos Aires,Mujer,29,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,2023-01
2023-01-06,Misiones,Mujer,48,Argentina,No,No,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,2023-01
2023-01-06,Córdoba,Mujer,46,Argentina,Si,Si,Si,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,2023-01
2023-01-06,Buenos Aires,Mujer,38,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,2023-01
2023-01-06,Buenos Aires,Mujer,25,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,2023-01
2023-01-06,Buenos Aires,Mujer,26,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon,2023-01
2023-01-06,Córdoba,Mujer,27,Argentina,Si,Si,Si,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon,2023-01
2023-01-06,Salta,Mujer,29,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,2023-01
2023-01-06,Buenos Aires,Mujer,23,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,2023-01
2023-01-06,San Luis,Mujer,23,Argentina,No,Si,No,No,Si,Si,No,No,Si,No,No,No,Pareja,Varon,2023-01
2023-01-06,San Luis,Mujer,46,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Otro familiar,Varon,2023-01
2023-01-06,Córdoba,Transgenero,35,Argentina,Si,Si,Si,No,No,No,No,No,No,No,No,No,Otro,Varon,2023-01
2023-01-06,Buenos Aires,Mujer,38,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon,2023-01
2023-01-06,Buenos Aires,Mujer,29,Paraguaya,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,2023-01
2023-01-06,Tucumán,Mujer,43,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,2023-01
2023-01-06,Tucumán,Mujer,38,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,2023-01
2023-01-06,Santiago Del Estero,Mujer,33,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,2023-01
2023-01-06,CABA,Mujer,29,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Mujer,2023-01
2023-01-06,CABA,Mujer,33,Paraguaya,No,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon,2023-01
2023-01-06,CABA,Mujer,41,Paraguaya,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon,2023-01
2023-01-06,CABA,Mujer,41,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,2023-01
2023-01-06,CABA,Mujer,43,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon,2023-01
2023-01-06,CABA,Mujer,44,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,2023-01
2023-01-06,Buenos Aires,Mujer,37,Argentina,Si,Si,Si,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,2023-01
2023-01-06,Buenos Aires,Mujer,18,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,2023-01
2023-01-06,Buenos Aires,Mujer,22,Argentina,No,Si,No,No,Si,No,No,No,No,No,No,No,Otro,Varon,2023-01
2023-01-06,Buenos Aires,Mujer,35,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,2023-01
2023-01-06,Buenos Aires,Mujer,30,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,2023-01
2023-01-06,Buenos Aires,Mujer,45,Colombiana,No,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon,2023-01
2023-01-06,Buenos Aires,Mujer,39,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon,2023-01
2023-01-06,Buenos Aires,Mujer,39,Argentina,No,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,2023-01
2023-01-06,Buenos Aires,Mujer,32,Argentina,Si,Si,Si,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,2023-01
2023-01-06,Buenos Aires,Mujer,27,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,2023-01
