Fecha,prov_residencia_persona_en_situacion_violencia,genero_persona_en_situacion_de_violencia,edad_persona_en_situacion_de_violencia,pais_nacimiento_persona_en_situacion_de_violencia,tipo_de_violencia_fisica,tipo_de_violencia_psicologica,tipo_de_violencia_sexual,tipo_de_violencia_economica_y_patrimonial,tipo_de_violencia_simbolica,tipo_de_violencia_domestica,modalidad_de_violencia_institucional,modalidad_de_violencia_laboral,modalidad_violencia_contra_libertad_reproductiva,modalidad_de_violencia_obstetrica,modalidad_de_violencia_mediatica,modalidad_de_violencia_otras,vinculo_con_la_persona_agresora,genero_de_la_persona_agresora,
11/04/23,Buenos Aires,Mujer,40,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon,
11/04/23,Santa Fe,Mujer,30,Argentina,Si,Si,Si,Si,Si,Si,Si,No,No,No,No,No,Ex pareja,Varon,
11/04/23,San Juan,Mujer,23,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon,
11/04/23,Buenos Aires,Mujer,33,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
11/04/23,Misiones,Mujer,23,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon,
12/04/23,CABA,Mujer,37,Peruana,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,
12/04/23,CABA,Mujer,46,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon,
12/04/23,CABA,Mujer,44,Argentina,Si,No,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,
12/04/23,CABA,Mujer,56,Argentina,No,Si,Si,No,No,Si,No,No,No,No,No,No,Pareja,Varon,
12/04/23,CABA,Mujer,46,Boliviana,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,
12/04/23,CABA,Mujer,26,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,
12/04/23,CABA,Mujer,23,Peruana,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,
12/04/23,CABA,Mujer,37,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon,
12/04/23,CABA,Mujer,52,Argentina,No,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,,
12/04/23,CABA,Mujer,39,Argentina,No,Si,No,No,Si,No,No,Si,No,No,No,No,Otro,Varon,
12/04/23,Buenos Aires,Mujer,34,Lituania,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon,
12/04/23,Buenos Aires,Mujer,28,Boliviana,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,
12/04/23,Buenos Aires,Mujer,28,Peruana,No,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon,
12/04/23,Buenos Aires,Mujer,32,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
12/04/23,Buenos Aires,Mujer,37,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon,
12/04/23,Buenos Aires,Mujer,36,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon,
12/04/23,Buenos Aires,Mujer,30,Argentina,No,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,
12/04/23,Tucumán,Mujer,22,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon,
12/04/23,Tucumán,Mujer,25,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
12/04/23,Santa Fe,Transgenero,17,Argentina,No,No,Si,No,No,Si,No,No,No,No,No,No,Otro,Varon,
12/04/23,Buenos Aires,Mujer,20,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
12/04/23,Mendoza,Mujer,36,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
12/04/23,Chaco,Mujer,32,Argentina,Si,Si,Si,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
12/04/23,Tucumán,Mujer,24,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
12/04/23,Buenos Aires,Mujer,30,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
13/04/23,CABA,Mujer,40,Argentina,Si,No,No,Si,Si,Si,No,No,No,No,No,No,,,
13/04/23,CABA,Mujer,64,Argentina,Si,Si,Si,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
13/04/23,CABA,Mujer,63,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon,
13/04/23,CABA,Mujer,40,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon,
13/04/23,CABA,Mujer,42,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,,
13/04/23,CABA,Mujer,40,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
13/04/23,Buenos Aires,Mujer,36,Argentina,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,
13/04/23,Buenos Aires,Mujer,35,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,
13/04/23,Buenos Aires,Mujer,40,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,
13/04/23,Buenos Aires,Mujer,34,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon,
13/04/23,Buenos Aires,Mujer,59,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon,
13/04/23,Córdoba,Mujer,58,Argentina,Si,No,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
13/04/23,Santiago Del Estero,Mujer,33,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
13/04/23,Salta,Mujer,24,Argentina,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,
13/04/23,Entre Ríos,Mujer,58,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Otro,Varon,
13/04/23,Chubut,Mujer,35,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
13/04/23,CABA,Mujer,46,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
13/04/23,Buenos Aires,Transgenero,33,Brasileña,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon,
13/04/23,Buenos Aires,Mujer,29,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
13/04/23,Mendoza,Mujer,29,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,
13/04/23,Santa Fe,Mujer,28,Argentina,No,Si,Si,No,No,No,No,Si,No,No,No,No,Otro,Varon,
13/04/23,Misiones,Mujer,55,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
13/04/23,Tucumán,Mujer,47,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
14/04/23,CABA,Mujer,20,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon,
14/04/23,CABA,Mujer,34,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
14/04/23,CABA,Mujer,28,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,,,
14/04/23,CABA,Mujer,33,Paraguaya,Si,Si,Si,No,No,No,No,No,No,No,No,Si,Otro,Varon,
14/04/23,CABA,Mujer,46,Venezolana,No,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon,
14/04/23,CABA,Mujer,30,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,,
14/04/23,CABA,Mujer,37,Boliviana,Si,No,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,
14/04/23,CABA,Mujer,47,Argentina,No,Si,No,No,Si,Si,No,No,No,No,No,No,Otro,Varon,
14/04/23,CABA,Mujer,32,Argentina,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon,
14/04/23,CABA,Mujer,19,Boliviana,Si,Si,No,No,No,Si,No,No,No,No,No,No,,Varon,
14/04/23,CABA,Mujer,42,Argentina,No,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,,
14/04/23,CABA,Mujer,42,Argentina,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,
14/04/23,CABA,Mujer,31,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,
14/04/23,CABA,Mujer,26,Argentina,No,No,Si,No,No,No,No,No,No,No,No,Si,Otro,Varon,
14/04/23,Buenos Aires,Mujer,49,Argentina,No,No,Si,No,No,No,No,No,No,No,No,Si,Otro,Varon,
14/04/23,Buenos Aires,Mujer,27,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
14/04/23,Buenos Aires,Mujer,53,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,
14/04/23,Buenos Aires,Mujer,27,Argentina,Si,Si,Si,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,
14/04/23,Buenos Aires,Mujer,23,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
14/04/23,Buenos Aires,Mujer,44,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,
14/04/23,Buenos Aires,Mujer,30,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
14/04/23,Buenos Aires,Mujer,39,Argentina,No,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,
14/04/23,Buenos Aires,Mujer,27,Argentina,Si,Si,No,No,Si,No,No,No,No,No,No,No,Ex pareja,Varon,
14/04/23,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Mujer,24,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon,
14/04/23,Jujuy,Mujer,28,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
14/04/23,San Juan,Mujer,38,Argentina,Si,Si,Si,Si,No,Si,No,No,No,No,No,No,Pareja,Varon,
14/04/23,Chubut,Mujer,21,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
14/04/23,Córdoba,Mujer,86,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Otro familiar,Varon,
14/04/23,Tucumán,Mujer,43,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
14/04/23,Mendoza,Mujer,46,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
14/04/23,Chaco,Mujer,24,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
14/04/23,Buenos Aires,Mujer,58,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
14/04/23,Buenos Aires,Mujer,21,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
14/04/23,Tucumán,Mujer,55,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,,
14/04/23,Buenos Aires,Mujer,43,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon,
14/04/23,Neuquén,Mujer,30,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
14/04/23,Mendoza,Mujer,36,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon,
14/04/23,Buenos Aires,Mujer,38,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
14/04/23,Buenos Aires,Mujer,19,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
15/04/23,CABA,Mujer,23,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
15/04/23,CABA,Mujer,34,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon,
15/04/23,Buenos Aires,Mujer,25,Argentina,Si,Si,Si,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
15/04/23,Buenos Aires,Mujer,32,Argentina,Si,Si,Si,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
15/04/23,Buenos Aires,Mujer,54,Argentina,No,Si,No,Si,No,No,No,No,No,No,No,No,Padre o tutor,Varon,
15/04/23,Buenos Aires,Mujer,22,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon,
15/04/23,Buenos Aires,Mujer,29,Argentina,No,Si,No,No,No,No,No,No,No,No,No,No,Otro,,
15/04/23,Buenos Aires,Mujer,20,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Otro familiar,Varon,
15/04/23,Buenos Aires,Mujer,25,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon,
15/04/23,Buenos Aires,Mujer,32,Argentina,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon,
15/04/23,Río Negro,Mujer,29,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
15/04/23,Corrientes,Mujer,23,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon,
15/04/23,Buenos Aires,Mujer,37,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon,
15/04/23,Formosa,Mujer,56,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon,
15/04/23,Neuquén,Mujer,29,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon,
15/04/23,Neuquén,Mujer,17,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
15/04/23,Santa Fe,Mujer,36,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
15/04/23,Buenos Aires,Mujer,34,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon,
15/04/23,Buenos Aires,Mujer,11,Argentina,Si,Si,Si,No,No,Si,No,No,No,No,No,No,Otro,Varon,
15/04/23,Jujuy,Mujer,34,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon,
15/04/23,Tucumán,Mujer,40,Argentina,Si,Si,Si,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,
15/04/23,Córdoba,Mujer,75,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
15/04/23,Santa Fe,Mujer,43,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
15/04/23,Santa Fe,Mujer,29,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
15/04/23,Buenos Aires,Mujer,34,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
15/04/23,Buenos Aires,Mujer,28,Paraguaya,Si,Si,Si,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
15/04/23,Entre Ríos,Mujer,20,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
15/04/23,Buenos Aires,Mujer,27,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
16/04/23,CABA,Mujer,22,Paraguaya,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
16/04/23,Buenos Aires,Mujer,44,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon,
16/04/23,Buenos Aires,Mujer,25,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
16/04/23,Buenos Aires,Mujer,21,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,
16/04/23,Buenos Aires,Mujer,39,Argentina,No,Si,Si,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
16/04/23,Buenos Aires,Mujer,63,Paraguaya,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon,
16/04/23,Buenos Aires,Mujer,24,Argentina,Si,Si,No,No,No,No,No,No,No,No,No,No,Otro,Varon,
16/04/23,Buenos Aires,Mujer,23,Argentina,No,Si,No,No,Si,No,No,No,No,No,No,No,Otro,Varon,
16/04/23,Buenos Aires,Mujer,26,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon,
16/04/23,Buenos Aires,Mujer,40,Paraguaya,No,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
16/04/23,Buenos Aires,Mujer,43,Argentina,Si,Si,Si,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,
16/04/23,Salta,Mujer,45,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon,
16/04/23,Córdoba,Mujer,66,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon,
16/04/23,Jujuy,Mujer,25,Argentina,Si,Si,Si,No,Si,Si,No,No,No,No,No,No,Pareja,Varon,
16/04/23,Buenos Aires,Mujer,53,Argentina,No,Si,Si,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
16/04/23,Santa Fe,Mujer,21,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
16/04/23,Santa Fe,Mujer,73,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon,
16/04/23,Buenos Aires,Mujer,33,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
16/04/23,Tucumán,Mujer,35,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
16/04/23,Córdoba,Mujer,31,Argentina,Si,Si,Si,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,
16/04/23,Buenos Aires,Mujer,26,Argentina,Si,Si,Si,Si,No,Si,No,No,No,No,No,No,Pareja,Varon,
16/04/23,Santa Fe,Mujer,21,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon,
16/04/23,Jujuy,Mujer,23,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon,
16/04/23,Santiago Del Estero,Mujer,41,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
16/04/23,Buenos Aires,Mujer,24,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon,
16/04/23,Santa Cruz,Mujer,64,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon,
16/04/23,Chubut,Mujer,40,Argentina,Si,Si,Si,No,No,Si,No,No,No,No,No,No,Otro,,
16/04/23,Buenos Aires,Mujer,41,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
16/04/23,Santiago Del Estero,Mujer,33,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
16/04/23,Tucumán,Mujer,42,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
16/04/23,Buenos Aires,Mujer,26,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
16/04/23,Santa Fe,Mujer,35,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
16/04/23,Santa Fe,Mujer,21,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
17/04/23,CABA,Mujer,27,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
17/04/23,CABA,Mujer,32,Peruana,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon,
17/04/23,CABA,Mujer,41,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
17/04/23,CABA,Mujer,34,Paraguaya,No,No,Si,No,No,No,No,No,No,No,No,Si,Otro,Varon,
17/04/23,CABA,Mujer,29,Boliviana,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,
17/04/23,CABA,Mujer,27,Argentina,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,
17/04/23,CABA,Mujer,36,Argentina,No,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,
17/04/23,CABA,Mujer,23,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,
17/04/23,CABA,Mujer,19,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon,
17/04/23,CABA,Mujer,59,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,,
17/04/23,Buenos Aires,Mujer,32,Boliviana,No,Si,No,No,Si,Si,No,No,Si,No,No,No,Pareja,Varon,
17/04/23,Buenos Aires,Mujer,26,Argentina,No,Si,No,Si,Si,No,No,No,No,No,No,No,Ex pareja,Varon,
17/04/23,Buenos Aires,Mujer,16,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,
17/04/23,Buenos Aires,Mujer,38,Argentina,Si,Si,Si,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,
17/04/23,Buenos Aires,Mujer,29,Argentina,No,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,
17/04/23,Buenos Aires,Mujer,33,Argentina,Si,Si,Si,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon,
17/04/23,Buenos Aires,Mujer,35,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon,
17/04/23,Tucumán,Mujer,25,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
17/04/23,Buenos Aires,Mujer,39,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
17/04/23,Córdoba,Mujer,47,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon,
17/04/23,Córdoba,Mujer,52,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
17/04/23,Buenos Aires,Mujer,18,Argentina,Si,Si,Si,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon,
17/04/23,Santa Fe,Mujer,19,Argentina,No,Si,Si,No,No,No,No,No,No,No,No,No,Otro,Varon,
17/04/23,Buenos Aires,Mujer,38,Boliviana,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,
17/04/23,Buenos Aires,Mujer,22,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
17/04/23,Corrientes,Mujer,25,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
17/04/23,Buenos Aires,Mujer,27,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon,
17/04/23,Salta,Mujer,28,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
17/04/23,Buenos Aires,Mujer,28,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
18/04/23,Buenos Aires,Mujer,36,Argentina,No,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,
18/04/23,CABA,Mujer,38,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Padre o tutor,Varon,
18/04/23,Buenos Aires,Mujer,18,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
18/04/23,CABA,Mujer,51,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Otro familiar,Varon,
18/04/23,Buenos Aires,Mujer,45,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,
18/04/23,Buenos Aires,Mujer,54,Paraguaya,No,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,
18/04/23,Buenos Aires,Mujer,34,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,
18/04/23,Buenos Aires,Mujer,30,Argentina,No,Si,No,No,Si,No,No,No,No,No,No,No,Otro,Varon,
18/04/23,Buenos Aires,Mujer,22,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,
18/04/23,Buenos Aires,Mujer,18,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,
18/04/23,Buenos Aires,Mujer,46,Argentina,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,
18/04/23,Buenos Aires,Mujer,29,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
18/04/23,Córdoba,Mujer,29,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
18/04/23,Buenos Aires,Transgenero,39,Argentina,Si,No,No,No,No,No,Si,No,No,No,No,No,Otro,,
18/04/23,Corrientes,Mujer,43,Argentina,No,Si,Si,Si,No,Si,No,No,No,No,No,No,Pareja,Varon,
18/04/23,Santiago Del Estero,Mujer,35,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
18/04/23,Buenos Aires,Mujer,23,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
18/04/23,Tucumán,Mujer,40,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon,
18/04/23,Tucumán,Mujer,23,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,,
18/04/23,Mendoza,Mujer,31,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon,
18/04/23,Mendoza,Mujer,22,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
18/04/23,Buenos Aires,Mujer,82,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Otro familiar,Varon,
18/04/23,Buenos Aires,Mujer,23,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
18/04/23,Buenos Aires,Mujer,39,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
18/04/23,Buenos Aires,Mujer,45,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon,
18/04/23,Tucumán,Mujer,25,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
18/04/23,Buenos Aires,Mujer,29,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
19/04/23,Buenos Aires,Mujer,30,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,
19/04/23,CABA,Mujer,28,Argentina,Si,No,Si,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
19/04/23,CABA,Mujer,42,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,
19/04/23,CABA,Mujer,48,Argentina,No,Si,No,No,Si,No,No,No,No,No,Si,No,Otro,Varon,
19/04/23,Buenos Aires,Mujer,29,Paraguaya,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon,
19/04/23,Buenos Aires,Mujer,37,Argentina,No,Si,No,No,No,No,No,No,No,No,No,No,Ex pareja,Varon,
19/04/23,Buenos Aires,Mujer,38,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon,
